card_log_number,location_name,lower_river_mile,upper_river_mile,sample_datetime,samplers,card_number,position_number,fork_length_cm,poh_length,sex_type_description,mark_types,cwt_bag_number,snout_number,origin_type_description,gilbert_rich,european,card_sequence,species_code,species_description,card_type_description,fishery_type_description,gear_description,otolith_number,dna_number,carcass_tag_number
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,12,77,,Male,Unmarked,,,,4?,0.3,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,412,835,
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,13,72,,Male,Unmarked,,,,4?,0.3,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,413,836,
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,14,63,,Male,Unmarked,,,,3?,0.2,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,414,837,
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,15,66,,Male,Unmarked,,,,4?,0.3,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,415,838,
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,16,65,,Male,Unmarked,,,,3?,0.2,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,416,839,
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,17,65,,Male,Unmarked,,,,4?,0.3,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,417,840,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,1,72,55,Male,Unmarked,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,394,780,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,2,74,57,Male,Unmarked,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,393,781,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,3,70,56,Male,Unmarked,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,392,782,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,4,66,52,Male,Unmarked,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,391,783,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,5,71,53,Male,Unmarked,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,390,784,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,6,74,56,Male,Unmarked,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,389,785,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,7,70,54,Male,Unmarked,,,,Unreadable,Unreadable,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,388,786,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,8,73,58,Male,Unmarked,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,387,787,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,9,64,50,Male,Unmarked,,,,3?,0.2,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,386,788,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,10,77,62,Male,Unmarked,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,385,789,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,11,79,61,Male,Unmarked,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,384,790,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,12,72,56,Male,Unmarked,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,383,791,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,13,67,53,Male,,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,382,792,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,14,68,54,Male,Unmarked,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,381,793,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,15,76,60,Male,Unmarked,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,380,794,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,16,67,53,Male,Unmarked,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,379,795,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,17,71,53,Male,Unmarked,,,,3?,0.2,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,378,796,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,18,72,56,Male,Unmarked,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,377,797,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,19,69,55,Male,Unmarked,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,376,798,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87836,20,71,56,Male,Unmarked,,,,4?,0.3,8-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,375,799,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87837,1,72,55,Male,Unmarked,,,,4?,0.3,8-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,374,800,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87837,2,70,56,Male,Unmarked,,,,4?,0.3,8-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,373,801,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87837,3,66,52,Male,Unmarked,,,,4?,0.3,8-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,372,802,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87837,4,75,57,Male,Unmarked,,,,4?,0.3,8-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,371,803,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,1,69,55,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,187,696,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,2,66,52,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,188,697,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,3,70,55,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,189,698,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,4,70,53,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,190,699,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,5,76,60,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,191,764,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,6,71,56,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,192,765,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,7,71,55,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,193,766,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,8,72,57,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,194,767,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,9,70,56,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,195,768,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,10,68,52,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,196,769,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,11,72,57,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,197,770,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,12,68,55,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,198,771,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,13,72,57,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,199,772,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,14,65,53,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,200,773,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,15,74,60,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,400,774,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,16,70,57,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,399,775,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,17,71,57,Female,Unmarked,,,,3?,0.2,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,398,776,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,18,66,52,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,397,777,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,19,70,57,Female,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,396,778,
25-1-13-34208,May Creek,,,2024-11-13,KG/KK,A87838,20,66,52,Male,Unmarked,,,,4?,0.3,8-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,395,779,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,1,67,,Female,Unmarked,,,,3?,0.2,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,274,804,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,2,65,,Female,Unmarked,,,,4?,0.3,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,275,805,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,3,69,,Female,Unmarked,,,,Unreadable,Unreadable,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,276,806,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,4,69,,Female,Unmarked,,,,4?,0.3,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,277,807,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,5,69,,Female,Unmarked,,,,4?,0.3,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,278,808,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,6,70,,Female,Unmarked,,,,4?,0.3,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,279,809,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,7,69,,Female,Unmarked,,,,4?,0.3,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,280,810,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,8,71,,Female,Unmarked,,,,4?,0.3,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,281,811,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,9,65,,Female,Unmarked,,,,4?,0.3,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,282,812,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,10,68,,Female,Unmarked,,,,4?,0.3,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,283,813,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,11,64,,Female,Unmarked,,,,4?,0.3,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,284,814,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,12,69,,Female,Unmarked,,,,3?,0.2,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,285,815,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,13,76,,Female,Unmarked,,,,5?,0.4,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,286,816,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,14,73,,Female,Unmarked,,,,4?,0.3,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,287,817,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,15,68,,Female,Unmarked,,,,4?,0.3,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,288,818,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,16,67,,Female,Unmarked,,,,4?,0.3,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,289,819,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,17,68,,Female,Unmarked,,,,3?,0.2,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,290,820,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,18,70,,Female,Unmarked,,,,4?,0.3,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,291,821,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,19,70,,Female,Unmarked,,,,5?,0.4,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,292,822,
25-1-13-34208,May Creek,,,2024-11-13,SC,A87839,20,62,,Female,Unmarked,,,,4?,0.3,8-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,293,823,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,1,70,,Female,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,301,841,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,2,74,,Female,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,302,842,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,3,68,,Female,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,303,843,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,4,74,,Female,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,304,844,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,5,68,,Female,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,305,845,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,6,72,,Female,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,306,846,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,7,67,,Female,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,307,847,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,8,72,,Female,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,308,848,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,9,71,,Female,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,309,849,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,10,71,,Female,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,310,850,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,11,69,,Female,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,311,851,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,12,65,,Female,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,312,852,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,13,63,,Female,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,313,853,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,14,70,,Female,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,314,854,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,15,77,,Male,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,315,855,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,16,83,,Male,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,316,856,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,17,74,,Male,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,317,857,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,18,77,,Male,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,318,858,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,19,83,,Male,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,319,859,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23027,20,73,,Male,Unmarked,,,,4?,0.3,8-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,320,860,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23028,1,71,,Male,Unmarked,,,,4?,0.3,8-Jul,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,321,861,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23028,2,76,,Female,Unmarked,,,,Unreadable,Unreadable,8-Jul,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,322,862,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23028,3,74,,Male,Unmarked,,,,4?,0.3,8-Jul,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,323,863,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23028,4,73,,Male,Unmarked,,,,4?,0.3,8-Jul,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,324,864,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23028,5,71,,Male,Unmarked,,,,4?,0.3,8-Jul,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,325,865,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23028,6,76,,Male,Unmarked,,,,4?,0.3,8-Jul,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,326,866,
25-1-13-34208,May Creek,,,2024-11-13,KC/AH,S23028,7,77,,Male,Unmarked,,,,4?,0.3,8-Jul,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,327,867,
25-1-13-34208,May Creek,,,2024-11-14,FC/FG,A87832,1,67,,Male,Unmarked,,,,Unreadable,Unreadable,1,2,Chum,Regular Card,Non-Treaty,Stream Trap,423,879,
25-1-13-34208,May Creek,,,2024-11-14,FC/FG,A87832,2,71,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Stream Trap,424,880,
25-1-13-34208,Wallace River Hatchery,,,2024-11-18,BD,S23029,1,68,,Male,Unmarked,,,,3?,0.2,1-Jan,2,Chum,Regular Card,Non-Treaty,Hook & Line,425,881,
25-1-13-34208,Wallace River Hatchery,,,2024-11-18,BD,S23029,2,71,,Male,Unmarked,,,,4?,0.3,1-Jan,2,Chum,Regular Card,Non-Treaty,Hook & Line,426,882,
25-1-13-34208,Wallace River Hatchery,,,2024-11-18,BD,S23029,3,71,,Male,Unmarked,,,,4?,0.3,1-Jan,2,Chum,Regular Card,Non-Treaty,Hook & Line,427,883,
25-1-13-34208,Wallace River Hatchery,,,2024-11-18,BD,S23029,4,69,,Male,Unmarked,,,,4?,0.3,1-Jan,2,Chum,Regular Card,Non-Treaty,Hook & Line,428,884,
25-1-13-34208,Wallace River Hatchery,,,2024-11-18,BD,S23029,5,74,,Male,Unmarked,,,,4?,0.3,1-Jan,2,Chum,Regular Card,Non-Treaty,Hook & Line,429,885,
25-1-13-34208,Wallace River Hatchery,,,2024-11-18,BD,S23029,6,76,,Male,Unmarked,,,,3?,0.2,1-Jan,2,Chum,Regular Card,Non-Treaty,Hook & Line,430,886,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,1,75,,Female,Unmarked,,,,4?,0.3,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,601,976,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,2,72,,Female,Unmarked,,,,4?,0.3,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,602,977,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,3,69,,Female,Unmarked,,,,4?,0.3,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,603,978,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,4,72,,Female,Unmarked,,,,4?,0.3,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,604,979,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,5,71,,Female,Unmarked,,,,4?,0.3,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,605,980,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,6,67,,Female,Unmarked,,,,4?,0.3,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,606,981,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,7,72,,Female,Unmarked,,,,4?,0.3,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,607,982,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,8,70,,Female,Unmarked,,,,4?,0.3,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,608,983,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,9,60,,Female,Unmarked,,,,4?,0.3,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,609,984,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,10,70,,Female,Unmarked,,,,3?,0.2,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,610,985,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,11,64,,Female,Unmarked,,,,4?,0.3,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,611,986,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,12,72,,Male,Unmarked,,,,3?,0.2,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,612,987,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,13,64,,Male,Unmarked,,,,4?,0.3,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,613,988,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,14,76,,Male,Unmarked,,,,3?,0.2,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,614,989,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,15,67,,Male,Unmarked,,,,4?,0.3,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,615,990,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,16,81,,Male,Unmarked,,,,4?,0.3,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,616,991,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,17,66,,Male,Unmarked,,,,3?,0.2,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,617,992,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,A87822,18,71,,Female,Unmarked,,,,Unreadable,Unreadable,6-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,618,993,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,AN,A87824,1,77,,Male,Unmarked,,,,4?,0.3,6-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,521,966,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,AN,A87824,2,74,,Male,Unmarked,,,,Unreadable,Unreadable,6-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,522,967,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,AN,A87824,3,72,,Male,Unmarked,,,,4?,0.3,6-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,523,968,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,AN,A87824,4,74,,Male,Unmarked,,,,4?,0.3,6-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,524,969,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,AN,A87824,5,66,,Male,Unmarked,,,,3?,0.2,6-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,525,970,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,AN,A87824,6,76,,Male,Unmarked,,,,4?,0.3,6-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,526,971,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,AN,A87824,7,79,,Male,Unmarked,,,,4?,0.3,6-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,527,972,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,AN,A87824,8,70,,Male,Unmarked,,,,3?,0.2,6-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,528,973,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,1,77,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,431,887,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,2,72,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,432,888,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,3,71,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,433,889,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,4,75,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,434,890,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,5,75,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,435,891,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,6,74,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,436,892,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,7,69,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,437,893,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,8,66,,Male,Unmarked,,,,3?,0.2,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,438,894,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,9,70,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,439,895,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,10,75,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,440,896,
